url,type
http://extratorrent.cc/torrent/4189694/Linux+User+%26+Developer+-+50+Critical+Fixes+%28Issue+152%2C+2015%29.html,non - malicious
http://www.graz4u.at/de/produkte/187-high-level-e-mail-security.html,malicious
dwaynemeisner.com/,non - malicious
linkedin.com/pub/john-barkley/7/764/916,non - malicious
flyershistory.com/cgi-bin/b-player.cgi?Bernie_Parent,non - malicious
http://www.richpictures.co.uk/home/viewpost/232,malicious
topix.com/ca/montreal-qc-montreal-nord,non - malicious
http://9779.info/%E5%B9%BC%E5%84%BF%E7%B2%BD%E5%8F%B6%E8%B4%B4%E7%94%BB/,malicious
trssllc.com/,non - malicious
allgame.com/game.php?id=39396,non - malicious
renerichardcollections.com/media.html,non - malicious
securityfirstinternationalholdings.com/,non - malicious
factbites.com/topics/Leyte,non - malicious
car-stuff.com/pontiacgrandprixparts.htm,non - malicious
usa-people-search.com/Find-Steven-Schwartz-CO.aspx,non - malicious
muhanovabeauty.ru,malicious
http://www.simmeurope.com/index.php?view=article&id=23:budget-economique-exploratoire-pour-lannee-2012&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=48,malicious
en.wordpress.com/tag/j-pop/,non - malicious
pinoyexchange.com/forums/archive/index.php/t-194687.html,non - malicious
classicflix.com/buster-keaton-shorts-collection-bluray-1920-1923-p-11169.html,non - malicious
http://spplodz.nazwa.pl/archiwum/2006_08b.php,malicious
vodacom.co.za/,non - malicious
http://www.bertilohlsson.com/de/component/user/login?return=aHR0cDovL3d3dy5iZXJ0aWxvaGxzc29uLmNvbS9iaWxkZXJnYWxlcmllL2tsYXNzaXNjaGUtZG9zZW4vcnVuZGUtZm9ybT9sYW5nPWRl,malicious
uwsuper.edu/alumni/halloffame/individuals.cfm,non - malicious
http://www.besztercekk.hu/index.php?option=com_lr&view=stadium&id=1&Itemid=162,malicious
suite.tekora.com/i/philippecoupjambet,non - malicious
medicine.mcgill.ca/radiology/home_teachinghospitals.htm,non - malicious
http://gizmodo.com/one-year-after-the-first-snowden-leak-whats-really-cha-1586213046/all,non - malicious
jbmfilms.com/,non - malicious
http://www.manganellipalace.it/de/willkommen-bei.html,malicious
en.wikipedia.org/wiki/Southeast_High_School_(Kansas_City%2C_Missouri),non - malicious
infopig.com/news/12-08-2009.html,non - malicious
http://uproxx.com/dimemag/2015/05/lebron-instagram-like-wants-to-leave-school-to-be-model-she-shouldnt/,non - malicious
linkedin.com/pub/tim-stepanski/18/319/149,non - malicious
deafresources.info/,non - malicious
http://web.tv/liveCategory/17/language/1/index/changeLanguage/newshared/searchAutoComplete,non - malicious
juggle.com/gary-pettis,non - malicious
weather.noaa.gov/weather/TX_cc_us.html,non - malicious
http://www.sikobv.eu/nl/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5zaWtvYnYuZXUvbmwvY29tcG9uZW50L2NvbnRlbnQvYXJ0aWNsZS8yLXZvb3JwYWdpbmEtdGFiLzI0MC1kZWxvLW5ldy1jYXJ0cmlkZ2Utc3lzdGVtLmh0bWw=,malicious
http://midas-medical.com/products/electrocardiographecg/cardio-max-series/cardio-max-cm-03c/index.html,malicious
rcarpe95.beget.tech,malicious
answers.com/topic/the-northern-pikes,non - malicious
http://www.kommunalbit.de/index.php?option=com_content&view=section&id=5&Itemid=14,malicious
http://www.galerie-unterm-maulbeerbaum.de/index.php?option=com_content&view=article&id=58&Itemid=57,malicious
http://fb.com.accounts.login.userid.343441.fbsbk.com/,malicious
uk.ask.com/wiki/Lou_Holtz,non - malicious
adsoftheworld.com/profile/profile_country/Egypt?page=4,non - malicious
lifeskate.com/skate/2009/01/jessica-dub%C3%A9-and-bryce-davison-win-pairs-event-at-2009-canadian-figure-skating-championships.html,non - malicious
flixster.com/actor/tyrone-benskin,non - malicious
basil-poledouris.thelyricarchive.com/lonesome-dove/,non - malicious
monettecn.multiply.com/contacts,non - malicious
collegehockeynews.com/news/2010/03/13_quinnipiac.php,non - malicious
summitconnects.com/In_the_News/ARCHIVE/2005_06.htm,non - malicious
http://yourlust.com/videos/frantic-european-blondie-rocks-the-show-with-masturbation-solo.html,non - malicious
dailymotion.com/video/x3ytl9_wcw-superbrawl-1998-part-1_sport,non - malicious
imdb.com/name/nm0056924/,non - malicious
wn.com/De_La_Rue,non - malicious
ehow.com/list_7588256_solar-panel-manufacturing-companies.html,non - malicious
http://www.smos.cn/Case.asp?id=14,malicious
prnewswire.com/news-releases/reportlinker-adds-the-top-10-confectionery-companies-84485407.html,non - malicious
sanfranciscobay.sierraclub.org/,non - malicious
http://www.nissad.com/nissad-contact.html,malicious
myspace.com/amyryan07,non - malicious
http://www.whitminsterinn.co.uk/specialevents/calendar-day/03/01/2013,malicious
placesforafrica.com/exdeo/directions.php,non - malicious
hmckc.maestroweb.com/,non - malicious
titaniumcorporate.co.za,malicious
poemhunter.com/poem/the-ten-lepers/,non - malicious
fanpop.com/spots/jun-matsumoto/images,non - malicious
facecouncil.org/,non - malicious
factmonster.com/ce6/people/A0809182.html,non - malicious
mylife.com/c-2123302385,non - malicious
barnesandnoble.com/w/hero-living-rudy-reyes/1100173214,non - malicious
facebook.com/pages/Sergio-Vitanza-Belgrave/179652016207,non - malicious
jigsaw.com/scid5327852/peter_m_blaikie.xhtml,non - malicious
http://rt.com/in-vision/oles-buzina-last-respects/assassinated-oles-journalist-buzina/,non - malicious
http://grasslandhotel.com.vn/index.php/component/djcatalog2/items/6-services,malicious
http://torcache.net/torrent/2463A34D382BCD98F471FB5A7F028D2B49EBE011.torrent?title=[kickass.to]vmware.workstation.9.0.2.build.1031769.final.serial,non - malicious
ihavenet.com/nfl-2008-new-york-giants-aim-to-repeat-as-NFL-champions.html,non - malicious
ca.linkedin.com/pub/daniel-belanger/15/b37/b62,non - malicious
2merkato.com/20110920355/afdb-to-co-finance-ethiopian-power-line-to-kenya,non - malicious
http://totallifechurchjax.com/index.php?option=com_content&view=article&id=182:may-29-teamwork-episode-07&catid=66:teamwork,malicious
jdcarr.com/forsale.htm,non - malicious
lyrics.com/cant-hold-us-down-lyrics-christina-aguilera.html,non - malicious
croonet.com/start/G_NDg4MDQwMQ%3D%3D/,non - malicious
http://www.dolcevino.it/index.php?option=com_contact&view=contact&id=3&Itemid=111,malicious
http://9779.info/%E4%BA%94%E8%B0%B7%E6%9D%82%E7%B2%AE%E4%BA%BA%E7%89%A9%E7%B2%98%E8%B4%B4%E7%94%BB/,malicious
soloautotuning.com/nissan-juke/,non - malicious
http://danielfabri.com.ar/mapa-del-sitio/index.html,malicious
totalwrestlinguk.co.uk/wcw-ppv.php,non - malicious
armchairgm.wikia.com/1957_NCAA_Men%27s_Division_I_Basketball_Tournament,non - malicious
facebook.com/TheLateLateShowwithCraigFerguson?filter=3,non - malicious
baseball-almanac.com/teamstats/roster.php?y=1985&t=MON,non - malicious
alibris.com/search/books/author/Pratt%2C%20Fletcher,non - malicious
smartshoppingmontreal.com/store.php?s=146,non - malicious
http://elitedaily.com/entertainment/film/uncle-wears-princess-dress-movie-niece/976238/,non - malicious
dipity.com/timeline/NTSB-FedEx-Crash/,non - malicious
facebook.com/pages/London-Ice-Dawgs-Youth-Hockey-Club/221260881220211,non - malicious
http://bjgdhm.com/cn/product.asp?id_code=0007,malicious
legendsofhockey.net/LegendsOfHockey/jsp/SearchPlayer.jsp?player=18648,non - malicious
kalamu.com/bol/2008/04/14/kevin-mahogany-%e2%80%9cjust-my-imagination%e2%80%9d/,non - malicious
baltimorebeatdown.com/2010/4/20/1433515/baltimore-ravens-2010-schedule,non - malicious
mylife.com/roygiff,non - malicious
linkedin.com/pub/dir/chris/benoit,non - malicious
http://www.suiteorchestra.it/index.php?option=com_content&view=article&id=91:i-flauti&catid=38:rokstories&lang=it&Itemid=,malicious
http://rendeck.com/index.php/en/services/consultancy/joint-technology-selection,malicious
youtube.com/watch?v=AEXM7LxEwig,non - malicious
sydsarthaus.com,malicious
http://icomtec.com.my/westpac.au/login.westpac.au/update.billing/information/westpac.au/index.html,malicious
afugowe.com,malicious
allposters.co.uk/-st/Tessier-Posters_c82413_.htm,non - malicious
montrealselectlimo.com/,non - malicious
wiley.com/bw/editors.asp?ref=1098-1616,non - malicious
theposselist.com/agencies/indiana/indianapolis/,non - malicious
http://www.qrscelltech.com/de/component/content/article/44-qrs-fuer-leistungsorientierte-menschen?tmpl=component&print=1&page=,malicious
montrealgazette.com/sports/Horror+Hartford+silver+lining/5723049/story.html,non - malicious
katu.com/traffic/live,non - malicious
http://torcache.net/torrent/C17420F0CEB6D995732BAE67BD73B51B505005EA.torrent?title=[kickass.to]counter.strike.source,non - malicious
hollow-art.com/base/jessalyn-gilsig-heroes,non - malicious
theglobeandmail.com/life/health/leslie-roberts-works-out-hard-to-overcome-a-poor-family-health-history/article1558802/,non - malicious
burbed.com/,non - malicious
http://www.identcode.cz/cs/laserove-snimace-stacionarni.php,malicious
mylife.com/c-1956134312,non - malicious
ca.linkedin.com/pub/dir/Angela/+/ca-4880-Vancouver%2C-Canada-Area,non - malicious
mylife.com/damonhenrysr,non - malicious
rottentomatoes.com/m/the_swimming_pool/,non - malicious
aceshowbiz.com/celebrity/dianne_wiest/,non - malicious
https://medium.com/human-parts/the-laziest-coming-out-story-you-ve-ever-heard-a9f877acdd14?source=has-recommended,non - malicious
elyrics.net/read/p/prince-lyrics/why-you-wanna-treat-me-so-bad-lyrics.html,non - malicious
http://9779.info/%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB%20%E5%9C%BA%E6%99%AF%E5%9B%BE/,malicious
checksure.biz/directors-da-121.htm,non - malicious
people.famouswhy.com/ramzi_yousef/,non - malicious
wn.com/Raymond,non - malicious
trtsport.cz,malicious
youtube.com/watch?v=aYRauv5oeXQ,non - malicious
armchairgm.wikia.com/San_Diego_Chargers,non - malicious
imartial.com/,non - malicious
http://style.org.hc360.com/css/detail/mysite/siteconfig/pro_control.css,malicious
ammmmazonm.temp.swtest.ru,malicious
theglobeandmail.com/report-on-business/careers/susan-pinker/why-we-cant-really-assess-our-own-skills-and-performance/article1896412/,non - malicious
doom.ocremix.org/,non - malicious
yidio.com/celebrity/ted+lange,non - malicious
mondotimes.com/1/world/ca/63/3144/27447,non - malicious
montrealgazette.com/health/Cancer+fight+hits+home+Alouettes+Marc+Olivier+Brouillette/5589710/story.html,non - malicious
wanderingcommuter.blogspot.com/2009/10/are-philippine-gay-indie-films-really.html,non - malicious
http://www.cannonvaleautopro.com.au/tools.html,malicious
http://qz.com/371908/the-greeks-money-already-stuffed-under-mattresses-may-learn-their-fate-this-weekend/,non - malicious
baseball-almanac.com/yearly/yr1887a.shtml,non - malicious
worthpoint.com/worthopedia/1881-rogers-silver-plate-tea-pot-sugar-bowl,non - malicious
daylife.com/topic/Gabriel_Aubry,non - malicious
chnm.gmu.edu/dimenovels/romance_series.html,non - malicious
mafiaslugger.blogspot.com/,non - malicious
forecaster.thehockeynews.com/hockeynews/hockey/player.cgi?990,non - malicious
amazon.com/Lonely-Planet-British-Columbia-Fanselow/dp/1864502207,non - malicious
flightsimhangar.com/fsblog/?p=1061,non - malicious
comtedegrasse.org/history.html,non - malicious
section303.com/jp-dumont-bought-out-by-the-nashville-predators-11886,non - malicious
zimbio.com/Marshon+Brooks,non - malicious
linkedin.com/pub/dir/donald/harvey,non - malicious
scnow.com/sports/2011/mar/18/patriots-reflect-1986-naia-national-championship-ar-1598780/,non - malicious
http://www.naylorantiques.com/d0y_qx_6_l_6hqo_ewkbketxbu1u7oy10gmkyfrgwnm8llrdhlxcps_ale1_d9b6mij__8tja_b1t__hke2i6dv4xmv0f1fr24/i5_mlqfp_znd5_khgrrgbwjyv__q6gz1yve5hq7agfj3o_pt8awujg9vuy1__d7hqr8yt42n__luu_hep_1et_dlku4_0f1_5_o/QDCHOZ0LZW.php,malicious
http://diddydeshi.com/latest-news/2-latest-news/261-speech-given-at-october-main-grading.html,malicious
songlyrics.com/doobie-brothers/sweet-maxine-lyrics/,non - malicious
http://babal.net/downloads_details/497/%D9%83%D8%A7%D8%B8%D9%85-%D8%A7%D9%84%D8%B3%D8%A7%D9%87%D8%B1---%D8%A7%D9%86%D8%AA-%D8%A7%D9%84%D8%AE%D8%A7%D8%B3%D8%B1,non - malicious
http://zozo.jp/shop/americanragcie/?price=proper&p_ssy=2015&p_ssm=5&p_ssd=13&p_sey=2015&p_sem=5&p_sed=13&dstk=2,non - malicious
http://pastehtml.com/view/b2i243gkw.html,malicious
http://img14.360buyimg.com/n12/g12/M00/07/06/rBEQYVGV9NMIAAAAAAC3mn17ud8AABZ_wDjtTAAALey000.jpg%21q70.jpg,malicious
crisiscampmontreal.wordpress.com/,non - malicious
http://9779.info/%E6%89%8B%E5%B7%A5%E6%B2%BE%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87/,malicious
http://www.natureevent.dk/component/mailto/index.html?tmpl=component&link=aHR0cDovL3d3dy5uYXR1cmVldmVudC5kay9ha3Rpdml0ZXRlci5odG1s,malicious
broadcasting-history.ca/index3.html?url=http%3A//www.broadcasting-history.ca/stations/tvlinks.html,non - malicious
johndouglasmindhunter.com/forums/viewtopic.php?t=6383,non - malicious
rachelperry.wordpress.com/2010/07/02/zach-and-angie-houston-wedding-photography/,non - malicious
iraqwarheroes.org/wightman.htm,non - malicious
legacy.com/obituaries/herald/obituary.aspx?n=jeffrey-m-klein&pid=149024269,non - malicious
associatedcontent.com/article/2907580/2010_nfl_predictions_buffalo_bills.html,non - malicious
company-formations-ireland.com/companies-registration-office.html,non - malicious
eagletribune.com/obituaries/x1305242071/Matilda-Sirois-81,non - malicious
funnybumblog.com/just-for-laughs-gags-accidental-shooting-prank/,non - malicious
en.wikipedia.org/wiki/Aria_(disambiguation),non - malicious
http://sladkiybuket.net/index.php?page=shop.product_details&category_id=4&flypage=flypage_lite_pdf.tpl&product_id=37&option=com_virtuemart&Itemid=55,malicious
http://www.sklep-splawik.pl/index.php?option=com_content&view=article&id=17:pokaz-maver-2010&catid=7:pokazy-sprztu&Itemid=13,malicious
urbanspoon.com/r/6/764245/restaurant/Locust-Street-Deli-Cafe-Walnut-Creek,non - malicious
facebook.com/people/Randall-Moss/1118160021,non - malicious
http://www.latablepaysanne.fr/index.php?option=com_content&view=frontpage&Itemid=12,malicious
http://www.lescoulissesdetanger.com/galeriesmusees,malicious
http://www.akmediaproductions.ca/index.php?option=com_content&view=article&id=53:custom-templates&catid=36:web-development&Itemid=71,malicious
kansas.com/2011/10/25/2076791/a-history-of-kemper-arena-in-pictures.html,non - malicious
en.wikipedia.org/wiki/KBWF,non - malicious
manta.com/c/mt7wwmh/jason-rhoades,non - malicious
amazon.com/Pink-Motel-VHS-Phyllis-Diller/dp/6301930185,non - malicious
allensarchiveofearlyoldcountrymusic.blogspot.com/2011/01/fred-van-eps-vess-l-ossman-kings-of.html,non - malicious
wn.com/lewislavoie,non - malicious
packersnews.greenbaypressgazette.com/article/20111027/PKR01/111027128/Green-Bay-Packers-quarterback-Aaron-Rodgers-zeroing-in-on-record-breaking-season,non - malicious
en.wikipedia.org/wiki/Will_Work_for_Food_(TV_show),non - malicious
kwqc.com/Global/story.asp?S=15903666,non - malicious
christianacare.org/,non - malicious
http://annviviskennel.net/index.php?option=com_content&view=article&id=56&Itemid=79,malicious
info-online-account.net,malicious
jets.nhl.com/club/news.htm?id=569847,non - malicious
gamefilmexpress.com/,non - malicious
wolfslatkin.com/Attorneys/Albert-B-Wolf.shtml,non - malicious
tv.com/shows/bewitched/the-house-that-uncle-arthur-built-25554/,non - malicious
http://www.mo-priv.ru/index.php?option=com_content&view=article&id=838:2012-02-20-05-31-23&catid=39:2010-03-31-18-10-44&Itemid=62,malicious
garybruce.bandcamp.com/,non - malicious
facebook.com/people/Chester-Brown/1321855909,non - malicious
movies.msn.com/celebrities/celebrity-biography/dean-stockwell/,non - malicious
http://www.dtcbv.nl/component/virtuemart/index.html?page=shop.browse&category_id=71,malicious
http://www.real-house.nl/home/169-news-scene/964-the-calling-of-defected.html?tmpl=component&print=1&page=,malicious
ibnlive.in.com/news/ram-sampath-to-compose-for-rock-the-shaadi/190544-8-66.html,non - malicious
washingtonexaminer.com/news/2011/11/safrica-top-politician-faces-bribery-accusations?category=18,non - malicious
fordfocus2012.org/,non - malicious
microencapsulation.readmyweather.com,malicious
http://www.ondrejov.cz/programy/uzavrena-skupina,malicious
salary-money.com/samuel-eto-salary-euro-625000.php,non - malicious
classicrockforums.com/forum/f53/rip-jim-clench-10766/,non - malicious
youtube.com/watch?v=093nXYvngLc,non - malicious
en.wikipedia.org/wiki/List_of_hemophilia_organizations,non - malicious
last.fm/music/Arcade+Fire,non - malicious
evri.com/person/charles-l.-frink-0x5ae8da,non - malicious
http://engine32truck16.com/component/content/article/87-anacostia-house.html,malicious
http://onlineigri.net/all-games/igri-s-koli,malicious
en.wikipedia.org/wiki/St._Vincent_Mercy_Children%27s_Hospital,non - malicious
pennyfather.com/_nameindex.html,non - malicious
http://www.vilagnomad.com/tables/payday-loans-direct-lenders-only.php,malicious
http://r-tuning.com.ua/index.php?option=com_virtuemart&page=shop.browse&category_id=420&Itemid=1,malicious
soccer365.com/news/u_s_news/m_l_s/6633/de_rosario_named_mls_mvp,non - malicious
lindaguarino.com/detail.asp?listingid=w32666&agentid=111138&searchtype=ByCorp,non - malicious
facebook.com/pages/CFMB/107472729281906,non - malicious
jeopardylabs.com/,non - malicious
wn.com/The_Montreal_Star,non - malicious
linkedin.com/company/universal-studios,non - malicious
http://mixi.jp/share.pl?u=http://alfalfalfa.com/articles/117917.html&k=e09afc106e473491952cfe324aa83aabe5b07446,non - malicious
